#Thorlabs FTS
[SpectrumHeader]
#Date;20210907
#Time;13325605
#GMTTime;20325605
#XAxisUnit;nm_air
#YAxisUnit;intensity
#Average;486
#RollingAverage;0
#SpectrumSmooth;0
#SSmoothParam1;0
#SSmoothParam2;0
#SSmoothParam3;0
#SSmoothParam4;0
#IntegrationTime;0.500000
#TriggerMode;0
#InterferometerSerial;M00585611
#Source;
#AirMeasureOpt;0
#WnrMin;9039.719727
#WnrMax;20044.753906
#Length;3648
#Resolution;0.0000000000e+00
#ADC;0
#Instrument;0
#InstrModel;CCS175
#Type;emission
#AirTemp;0.00
#AirPressure;0.00
#AirRelHum;0.00
#Name;
#Comment;""
[Data]
4.988836365e+02;3.403012524e-04
4.990404358e+02;-3.935830900e-04
4.991972656e+02;3.767968738e-04
4.993540955e+02;-4.125636478e-04
4.995109253e+02;2.391942835e-04
4.996677551e+02;-2.723631915e-04
4.998246155e+02;3.815308446e-04
4.999814758e+02;-3.618861665e-04
5.001383362e+02;3.892562236e-04
5.002951965e+02;-3.563131322e-04
5.004520874e+02;4.453839792e-04
5.006089783e+02;-3.079598246e-04
5.007658691e+02;4.170323664e-04
5.009227600e+02;-2.598320716e-04
5.010796814e+02;4.447406973e-04
5.012366028e+02;-3.200306382e-04
5.013935242e+02;3.804548760e-04
5.015504456e+02;-3.115496656e-04
5.017073975e+02;3.803098516e-04
5.018643494e+02;-2.685395302e-04
5.020213013e+02;3.778927785e-04
5.021782837e+02;-3.628506092e-04
5.023352356e+02;4.553152248e-04
5.024922180e+02;-3.382176801e-04
5.026492310e+02;3.241710365e-04
5.028062134e+02;-3.963594791e-04
5.029632263e+02;4.351837561e-04
5.031202393e+02;-3.915134585e-04
5.032772522e+02;3.521073377e-04
5.034342957e+02;-3.155939339e-04
5.035913391e+02;4.819777678e-04
5.037483826e+02;-3.581158235e-04
5.039054260e+02;3.748582967e-04
5.040624695e+02;-3.495010897e-04
5.042195435e+02;4.081996158e-04
5.043766174e+02;-2.582921297e-04
5.045337219e+02;3.632507287e-04
5.046907959e+02;-3.663703392e-04
5.048479004e+02;4.419822362e-04
5.050050049e+02;-2.924820583e-04
5.051621094e+02;4.141437530e-04
5.053192444e+02;-2.535602835e-04
5.054763794e+02;3.767434391e-04
5.056335144e+02;-2.887290029e-04
5.057906494e+02;4.152793845e-04
5.059478149e+02;-3.305626451e-04
5.061049805e+02;4.792380205e-04
5.062621460e+02;-2.321221400e-04
5.064193115e+02;3.338086244e-04
5.065765076e+02;-3.135454899e-04
5.067337036e+02;4.582682159e-04
5.068908997e+02;-3.882868914e-04
5.070481262e+02;3.889952495e-04
5.072053223e+02;-3.243935353e-04
5.073625488e+02;3.528161033e-04
5.075197754e+02;-2.586505143e-04
5.076770325e+02;4.141899990e-04
5.078342590e+02;-3.257243079e-04
5.079915161e+02;3.780021216e-04
5.081488037e+02;-2.943970612e-04
5.083060608e+02;3.204858222e-04
5.084633484e+02;-3.782561980e-04
5.086206360e+02;3.782124550e-04
5.087779236e+02;-2.030613105e-04
5.089352112e+02;3.727607836e-04
5.090925293e+02;-2.767414262e-04
5.092498474e+02;3.955209977e-04
5.094071655e+02;-2.670536342e-04
5.095645142e+02;3.947282385e-04
5.097218628e+02;-3.529317037e-04
5.098792114e+02;2.960771380e-04
5.100365601e+02;-3.300190147e-04
5.101939087e+02;3.610546119e-04
5.103512878e+02;-2.774575551e-04
5.105086670e+02;3.784618748e-04
5.106660461e+02;-3.417824337e-04
5.108234558e+02;4.426038358e-04
5.109808655e+02;-3.656870977e-04
5.111382751e+02;4.903535591e-04
5.112956848e+02;-2.721232304e-04
5.114531250e+02;4.097181372e-04
5.116105347e+02;-2.846016723e-04
5.117680054e+02;3.026798659e-04
5.119254456e+02;-2.350951254e-04
5.120828857e+02;3.052194661e-04
5.122403564e+02;-3.690091544e-04
5.123978271e+02;4.295338294e-04
5.125552979e+02;-2.794741304e-04
5.127128296e+02;3.777732491e-04
5.128703003e+02;-2.858826192e-04
5.130278320e+02;4.881783680e-04
5.131853027e+02;-2.907312592e-04
5.133428345e+02;2.849987068e-04
5.135003662e+02;-3.187956754e-04
