#Thorlabs FTS
[SpectrumHeader]
#Date;20210907
#Time;13272053
#GMTTime;20272053
#XAxisUnit;nm_air
#YAxisUnit;intensity
#Average;136
#RollingAverage;0
#SpectrumSmooth;0
#SSmoothParam1;0
#SSmoothParam2;0
#SSmoothParam3;0
#SSmoothParam4;0
#IntegrationTime;10.000000
#TriggerMode;0
#InterferometerSerial;M00585611
#Source;
#AirMeasureOpt;0
#WnrMin;9039.719727
#WnrMax;20044.753906
#Length;3648
#Resolution;0.0000000000e+00
#ADC;0
#Instrument;0
#InstrModel;CCS175
#Type;emission
#AirTemp;0.00
#AirPressure;0.00
#AirRelHum;0.00
#Name;
#Comment;""
[Data]
4.988836365e+02;2.232060942e-04
4.990404358e+02;-3.355709778e-04
4.991972656e+02;4.402246559e-04
4.993540955e+02;-4.103390675e-04
4.995109253e+02;3.817042161e-04
4.996677551e+02;-1.482450316e-04
4.998246155e+02;4.168490414e-04
4.999814758e+02;-1.146820214e-04
5.001383362e+02;4.356701102e-04
5.002951965e+02;-3.202481021e-04
5.004520874e+02;4.218398535e-04
5.006089783e+02;-3.002916928e-04
5.007658691e+02;2.359631762e-04
5.009227600e+02;-3.392567742e-04
5.010796814e+02;4.298551066e-04
5.012366028e+02;-1.849314576e-04
5.013935242e+02;7.345382473e-04
5.015504456e+02;-3.091600083e-04
5.017073975e+02;6.522481563e-04
5.018643494e+02;-2.926820598e-04
5.020213013e+02;5.595491384e-04
5.021782837e+02;-2.516153327e-04
5.023352356e+02;3.167474642e-04
5.024922180e+02;-1.558280492e-04
5.026492310e+02;4.949982394e-04
5.028062134e+02;-3.507265646e-04
5.029632263e+02;5.509129842e-04
5.031202393e+02;-3.052859392e-04
5.032772522e+02;3.143793147e-04
5.034342957e+02;-3.210955183e-04
5.035913391e+02;3.927869839e-04
5.037483826e+02;-3.357794194e-04
5.039054260e+02;5.541555583e-04
5.040624695e+02;-4.365562927e-04
5.042195435e+02;2.688677050e-04
5.043766174e+02;-1.802710176e-04
5.045337219e+02;4.850267142e-04
5.046907959e+02;-4.707326007e-04
5.048479004e+02;4.553751205e-04
5.050050049e+02;-3.982385097e-04
5.051621094e+02;4.716254771e-04
5.053192444e+02;-3.067700018e-04
5.054763794e+02;4.631625488e-04
