#Thorlabs FTS
[SpectrumHeader]
#Date,20210907
#Time,14363073
#GMTTime,21363073
#XAxisUnit,nm_air
#YAxisUnit,intensity
#Average,88
#RollingAverage,0
#SpectrumSmooth,0
#SSmoothParam1,0
#SSmoothParam2,0
#SSmoothParam3,0
#SSmoothParam4,0
#IntegrationTime,10.000000
#TriggerMode,0
#InterferometerSerial,M00585611
#Source,
#AirMeasureOpt,0
#WnrMin,9039.719727
#WnrMax,20044.753906
#Length,3648
#Resolution,0.0000000000e+00
#ADC,0
#Instrument,0
#InstrModel,CCS175
#Type,emission
#AirTemp,0.00
#AirPressure,0.00
#AirRelHum,0.00
#Name,
#Comment,""
[Data]
4.988836365e+02,2.257424203e-04
4.990404358e+02,-4.114803742e-04
4.991972656e+02,3.151384008e-04
4.993540955e+02,-2.761611831e-04
4.995109253e+02,2.103950683e-04
4.996677551e+02,-2.778991766e-04
4.998246155e+02,4.417414602e-04
4.999814758e+02,-2.440724929e-04
5.001383362e+02,1.838714379e-04
5.002951965e+02,-2.896210062e-04
5.004520874e+02,5.124147865e-04
5.006089783e+02,-4.516832123e-04
5.007658691e+02,2.352187148e-04
5.009227600e+02,-1.175166472e-04
5.010796814e+02,5.663620541e-04
5.012366028e+02,-3.469012445e-04
5.013935242e+02,4.348368093e-04
5.015504456e+02,-5.816158955e-04
5.017073975e+02,4.813225823e-04
5.018643494e+02,-3.475708072e-04
5.020213013e+02,3.922225733e-04
5.021782837e+02,-3.860791621e-04
5.023352356e+02,2.984672319e-04
5.024922180e+02,-4.008486576e-04
5.026492310e+02,4.987516440e-04
5.028062134e+02,-4.677632533e-04
5.029632263e+02,5.231710966e-04
5.031202393e+02,-4.905705573e-04
5.032772522e+02,3.503413463e-04
5.034342957e+02,-2.822520328e-04
5.035913391e+02,3.909325751e-04
5.037483826e+02,-3.519414458e-04
5.039054260e+02,5.154890823e-04
5.040624695e+02,-5.197171122e-04
5.042195435e+02,3.202089283e-04
5.043766174e+02,-6.291409227e-05
5.045337219e+02,6.162388599e-04
5.046907959e+02,-4.914735327e-04
5.048479004e+02,3.848503111e-04
5.050050049e+02,-3.361142881e-04
5.051621094e+02,1.414057442e-05
5.053192444e+02,-2.902552078e-04
5.054763794e+02,2.318368497e-04
5.056335144e+02,-5.052303895e-04
5.057906494e+02,5.683398922e-04
5.059478149e+02,-3.529003880e-04
5.061049805e+02,6.075362908e-04
5.062621460e+02,-1.878130570e-04
5.064193115e+02,6.319785607e-04
5.065765076e+02,-3.529227979e-04
5.067337036e+02,3.547284286e-04
5.068908997e+02,-5.146773183e-04
5.070481262e+02,5.054185167e-04
5.072053223e+02,-7.457974425e-05
5.073625488e+02,2.709408000e-04
5.075197754e+02,-4.340077576e-04
5.076770325e+02,5.743973888e-04
5.078342590e+02,-3.938264854e-04
5.079915161e+02,4.421740596e-04
5.081488037e+02,-3.529242822e-04
5.083060608e+02,1.289932115e-04
5.084633484e+02,-3.897314600e-04
5.086206360e+02,5.355056492e-04
5.087779236e+02,-4.561126698e-04
5.089352112e+02,5.070709740e-04
5.090925293e+02,-4.105198896e-04
5.092498474e+02,3.868738713e-04
5.094071655e+02,-2.628124785e-04
5.095645142e+02,3.898521827e-04
5.097218628e+02,-3.378609545e-04
5.098792114e+02,3.526716027e-04
5.100365601e+02,-2.557706612e-04
5.101939087e+02,2.281427733e-04
5.103512878e+02,-8.564470772e-05
5.105086670e+02,2.582313027e-04
5.106660461e+02,-2.684724459e-04
5.108234558e+02,3.098417073e-04
5.109808655e+02,-6.731040194e-04
5.111382751e+02,2.792995947e-04
5.112956848e+02,-2.892844495e-04
5.114531250e+02,4.477566108e-04
5.116105347e+02,-3.933626285e-04
5.117680054e+02,3.965963260e-04
5.119254456e+02,-3.365420853e-04
5.120828857e+02,2.509335754e-04
5.122403564e+02,-4.610526958e-04
5.123978271e+02,3.996074665e-04
5.125552979e+02,-2.292807912e-04
5.127128296e+02,2.602936584e-04
5.128703003e+02,-3.514960990e-04
5.130278320e+02,3.031484666e-04
5.131853027e+02,-3.763848508e-04
5.133428345e+02,4.414615687e-04
5.135003662e+02,-4.494322056e-04
5.136578979e+02,4.066094698e-04
5.138154297e+02,-1.824662904e-04
5.139729614e+02,2.786975820e-04
5.141305542e+02,-3.723809496e-04
5.142880859e+02,3.359403054e-04
5.144456787e+02,-2.675271244e-04
5.146032715e+02,4.963418469e-04
5.147608643e+02,-3.736786311e-04
5.149184570e+02,8.778224583e-05
5.150760498e+02,-4.253032384e-04
5.152336426e+02,1.919156202e-04
5.153912964e+02,-1.044193486e-04
5.155488892e+02,3.506626817e-04
5.157065430e+02,-2.725655213e-04
5.158641968e+02,2.314858139e-04
5.160218506e+02,-2.464639838e-04
5.161795044e+02,4.903777153e-04
5.163371582e+02,-4.416749289e-04
5.164948120e+02,3.968834644e-04
5.166525269e+02,-4.158435331e-04
5.168101807e+02,4.085852706e-04
5.169678955e+02,-6.563461502e-04
5.171256104e+02,4.042188230e-04
5.172833252e+02,-3.247821005e-04
5.174410400e+02,5.482963170e-04
5.175987549e+02,-6.037047133e-04
5.177564697e+02,8.816315676e-05
5.179142456e+02,-2.303124638e-04
5.180719604e+02,8.305785013e-04
5.182297363e+02,-3.659331996e-04
5.183875122e+02,2.907048038e-04
5.185452881e+02,-5.481026601e-04
5.187030640e+02,3.184692468e-04
5.188608398e+02,-1.713436941e-04
5.190186157e+02,6.119045429e-04
5.191764526e+02,-3.498927108e-04
5.193342285e+02,4.819929600e-04
5.194920654e+02,-5.434029154e-04
5.196499023e+02,5.428974982e-04
5.198077393e+02,-4.316267150e-04
5.199655762e+02,4.032319994e-04
5.201234131e+02,-4.810915270e-04
5.202812500e+02,2.337982296e-04
5.204391479e+02,-1.885321835e-04
5.205969849e+02,6.477503921e-04
5.207548828e+02,-2.651971881e-04
5.209127808e+02,4.956900957e-04
5.210706787e+02,-2.119094424e-04
5.212285767e+02,4.839249304e-04
5.213864746e+02,-4.155690258e-04
5.215443726e+02,3.097697045e-04
5.217023315e+02,-2.878927335e-04
5.218602295e+02,4.200392286e-04
5.220181885e+02,-1.613718487e-04
5.221761475e+02,1.688494667e-04
5.223341064e+02,-2.051849588e-04
5.224920654e+02,5.004215636e-04
5.226500244e+02,-2.229278907e-04
5.228079834e+02,3.091871331e-04
5.229660034e+02,-3.498569713e-04
5.231239624e+02,6.052518729e-04
5.232819824e+02,-4.105132830e-04
5.234400024e+02,4.076870100e-04
5.235980225e+02,-9.441312432e-05
5.237560425e+02,4.575216153e-04
5.239140625e+02,-1.529733418e-04
5.240720825e+02,5.934151122e-04
5.242301636e+02,-4.550352169e-04
5.243881836e+02,3.928598599e-04
5.245462646e+02,-2.996913390e-04
5.247043457e+02,3.493400291e-04
5.248623657e+02,-1.004362712e-04
5.250204468e+02,4.468117841e-04
5.251785889e+02,-1.912433654e-04
5.253366699e+02,1.370372775e-04
5.254947510e+02,-4.959050566e-04
5.256528931e+02,1.139451633e-04
5.258110352e+02,-3.790471237e-04
5.259691162e+02,3.918334551e-04
5.261272583e+02,-4.473065492e-04
5.262854004e+02,5.368446582e-04
5.264435425e+02,-4.480261705e-04
5.266017456e+02,3.966171353e-04
5.267598877e+02,-1.774019765e-04
5.269180908e+02,5.251708790e-04
5.270762329e+02,-4.054598976e-04
5.272344360e+02,3.352882923e-04
5.273926392e+02,-6.646931288e-04
5.275508423e+02,3.932643158e-04
5.277090454e+02,-3.287892323e-04
5.278672485e+02,3.818360856e-04
5.280255127e+02,-2.856350038e-04
5.281837158e+02,4.441642668e-04
5.283419800e+02,-3.529251262e-04
5.285002441e+02,4.809598322e-04
5.286585083e+02,-2.236839209e-04
5.288167725e+02,5.701177288e-04
5.289750366e+02,-5.447981530e-04
5.291333008e+02,1.416853920e-04
5.292915649e+02,-5.515195662e-04
5.294498901e+02,2.735967282e-04
5.296081543e+02,-2.256396983e-04
5.297664795e+02,4.626054724e-04
5.299248047e+02,-3.984411305e-04
5.300831299e+02,7.940839278e-04
5.302414551e+02,-3.893899266e-04
5.303997803e+02,4.156618379e-04
5.305581665e+02,-3.729648597e-04
5.307164917e+02,5.945159937e-04
5.308748779e+02,-4.731788649e-04
5.310332031e+02,4.049257259e-04
5.311915894e+02,-3.981567570e-04
5.313499756e+02,5.292320857e-04
5.315083618e+02,-2.632279356e-04
5.316668091e+02,2.518949041e-04
5.318251953e+02,-1.453398581e-04
5.319835815e+02,6.457504933e-04
5.321420288e+02,-4.292255617e-04
5.323004761e+02,4.876882595e-04
5.324588623e+02,-1.221691782e-04
5.326173096e+02,3.637270711e-04
5.327757568e+02,-4.258872359e-04
5.329342651e+02,6.454043323e-04
5.330927124e+02,-2.052450727e-04
5.332511597e+02,7.455215673e-04
5.334096680e+02,-5.096346140e-04
5.335681763e+02,3.062697579e-05
5.337266235e+02,-3.553231945e-04
5.338851318e+02,3.436883562e-04
5.340436401e+02,-3.073556873e-04
5.342022095e+02,2.401304373e-04
5.343607178e+02,-2.812484745e-04
5.345192261e+02,5.332301953e-04
5.346777954e+02,-1.436308230e-04
5.348363037e+02,4.594913335e-04
5.349948730e+02,-1.769895171e-04
5.351534424e+02,3.020750300e-04
5.353120117e+02,-3.344451252e-04
5.354705811e+02,3.500421590e-04
5.356291504e+02,-4.241854476e-04
5.357877808e+02,7.431926206e-04
5.359463501e+02,-4.711512011e-04
5.361049805e+02,3.966201621e-04
5.362636108e+02,-4.018008185e-04
5.364222412e+02,5.416116328e-04
5.365808716e+02,-3.907340579e-04
5.367395020e+02,5.445599090e-04
5.368981323e+02,-2.176028065e-04
5.370567627e+02,4.551217426e-04
5.372154541e+02,-3.787042515e-04
5.373740845e+02,5.703581264e-04
5.375327759e+02,-3.475934791e-04
5.376914673e+02,4.967205459e-04
5.378501587e+02,-4.415980075e-04
5.380088501e+02,2.991384827e-04
5.381675415e+02,-3.361763956e-04
5.383262329e+02,4.454959708e-04
5.384849854e+02,-2.390405571e-04
5.386436768e+02,4.454815644e-04
5.388024292e+02,-4.382460029e-04
5.389611816e+02,6.718328805e-04
5.391199341e+02,-2.420089149e-04
5.392786865e+02,3.269215813e-04
5.394374390e+02,-4.048378032e-04
5.395961914e+02,3.433231032e-04
5.397550049e+02,-2.578572894e-04
5.399137573e+02,3.901945020e-04
5.400725708e+02,-3.354929213e-04
5.402313843e+02,3.258703800e-04
5.403901367e+02,-4.242065770e-04
5.405489502e+02,3.871670051e-04
5.407078247e+02,-4.282295704e-04
5.408666382e+02,5.121055292e-04
5.410254517e+02,-2.772152948e-04
5.411843262e+02,3.248780558e-04
5.413431396e+02,-3.626973194e-04
5.415020142e+02,5.606744671e-04
5.416608887e+02,-3.515652788e-04
5.418197632e+02,2.729667176e-04
5.419786377e+02,-1.044246310e-04
5.421375122e+02,2.160800359e-04
5.422963867e+02,-3.733376798e-04
5.424553223e+02,4.672187206e-04
5.426141968e+02,-3.479401930e-04
5.427731323e+02,3.195452446e-04
5.429320679e+02,-3.699962690e-04
5.430910034e+02,6.068717339e-04
5.432499390e+02,-3.391577920e-04
5.434088745e+02,4.668648180e-04
5.435678101e+02,2.216650864e-05
5.437268066e+02,3.949395323e-04
