SMU Volt (V),SMU Curr (A),DMM Volt (V)
0.11352324,-1.63445e-12,1.035024659e-05
1.36228031,0.0100000078,1.1718904152e-05
1.39000488,0.02000039,1.6583466779999998e-05
1.40694093,0.029999932,2.8616800400000003e-05
1.41926819,0.0400000353,3.9859186620000004e-05
1.42898873,0.0500002113,5.59327732e-05
1.43700493,0.0600005841,7.299657648e-05
1.44385428,0.0700010584,9.006419834e-05
1.44988063,0.0800006359,0.0001119567902
1.45530449,0.0900012052,0.00013373371940000002
1.46031921,0.100001045,0.00015401426979999997
1.46415649,0.109943579,0.000157052348
1.46915604,0.120011926,0.0001815201664
1.47305958,0.130010038,0.00020666306900000002
1.47664173,0.140013487,0.00023049810960000002
1.48001275,0.150019702,0.00025576019139999997
1.48327185,0.160011719,0.00028144794419999997
1.48643234,0.170011006,0.000311880879
1.48945761,0.180010751,0.0003393128156
1.49236805,0.190011051,0.00036738356
1.49509923,0.200014796,0.0003995257086
1.49769035,0.210012943,0.00043029648680000004
1.50014987,0.220019598,0.0004621267182
1.50255654,0.230015986,0.0004940594482
1.50494207,0.240012271,0.0005266055618
1.50731904,0.250016754,0.0005591898614
1.50961753,0.260018996,0.0005897367502
1.51178535,0.270014958,0.0006326332111999999
1.51389335,0.280018357,0.000667607938
1.51585971,0.290013827,0.0007053029978000001
1.51783139,0.300017572,0.0007397708596
1.51981277,0.310015783,0.0007806071995999999
1.5218108,0.320017922,0.0008154822416
1.52373767,0.33001695,0.0008562501486000001
1.52561733,0.340021532,0.0008978402547999999
1.52738459,0.350019786,0.0009361727135999999
1.52908847,0.36002005,0.0009755357882
1.53074993,0.370018905,0.0010091033712
1.53244411,0.380015579,0.0010626399896
1.53413589,0.39002334,0.001103430708
1.53583759,0.400020744,0.001148312424
1.53751195,0.410020565,0.001192355762
1.53908643,0.420018685,0.001239965752
1.54057674,0.430022661,0.001284221424
1.54205256,0.440022306,0.00133021867
1.54353739,0.450022984,0.001375670056
1.5450793,0.46002385,0.00142294562
1.5465983,0.470024435,0.0014667160300000002
1.54806774,0.480025046,0.0015034012779999999
1.54950642,0.490028162,0.001567502284
1.55088031,0.50002553,0.001617346642
1.55221526,0.51002848,0.001667210592
1.5535398,0.520029756,0.0017164317200000002
1.55493817,0.530029445,0.001764865316
1.55632806,0.540023005,0.00182135379
1.55769802,0.550028981,0.0018768061279999999
1.55902132,0.560032477,0.001925377692
1.56027572,0.570023514,0.001976254476
1.56148268,0.580027318,0.002034726096
1.56273295,0.59003043,0.002064397226
1.56401846,0.600029066,0.00214540055
1.56532056,0.610031768,0.0021974073239999998
1.56657343,0.620031788,0.002264652626
1.56781196,0.63002698,0.0023222506
1.56897871,0.640026172,0.0023693138280000002
1.57009351,0.650036711,0.0024262396320000003
1.57121404,0.660032098,0.0024903305880000005
1.57238176,0.670035292,0.0025502171939999997
1.57358948,0.680034281,0.0026081915979999995
1.5747883,0.690037354,0.002671274854
1.57598737,0.700034402,0.0027000980600000004
1.57709308,0.710039716,0.002783312334
1.57814496,0.720032854,0.0028558794220000005
1.57921543,0.730040373,0.0029152425839999996
1.58027276,0.740039742,0.00297897148
1.58137472,0.750039491,0.003046279286
1.58251064,0.76003896,0.003111820294
1.58363394,0.770032972,0.003178271834
1.58469122,0.780032559,0.0032381998420000003
1.58568904,0.79003486,0.0033038804300000004
1.58668739,0.800038785,0.0033718989900000003
1.58768885,0.81003639,0.003440342826
1.58871204,0.820036785,0.003510196812
1.58979563,0.830038203,0.003581934566
1.59088674,0.840035269,0.0036571332559999998
1.59189556,0.850037837,0.0037309753439999996
1.59282482,0.860034764,0.0038039434819999995
1.59372227,0.870037084,0.0038813662899999995
1.59467516,0.880038481,0.003913452064
1.59568965,0.890040761,0.004015379669999999
1.59669479,0.900041866,0.004080735476
1.59773217,0.910041898,0.00416885331
1.59868902,0.920044162,0.004236563671999999
1.59960687,0.930039252,0.004313596479999999
1.6005032,0.940046627,0.004410173662
1.60139522,0.950042916,0.004461865606
1.60236972,0.960055125,0.004545847517999999
1.6033342,0.970045011,0.004627970184
1.60429036,0.980043535,0.004713897562
1.60526408,0.990051106,0.004743628786
1.60615299,1.0000467,0.004877789078
1.60697122,1.01004735,0.0049711728240000004
1.60779088,1.02004334,0.005055193724
1.6087168,1.03004631,0.005130321266
1.60966359,1.04004979,0.005211400158
1.61057583,1.05004796,0.005282727414
1.61146881,1.06004833,0.005359037808
1.61235838,1.07004741,0.005264145326
1.61320088,1.08004826,0.005530583456
1.6139957,1.09004536,0.005622593724
1.61481069,1.10004703,0.0056465484479999994
1.61568962,1.11004408,0.0058033806220000005
1.61658265,1.12004813,0.005912734454000001
1.61750433,1.13005049,0.006006287824
1.61836754,1.14005505,0.006067399286000001
1.61918812,1.15005235,0.006145836626
1.61993245,1.16004708,0.006240829702
1.62075342,1.17005157,0.006324935516000001
1.62157535,1.18005148,0.006428246752
1.6224492,1.1900529,0.006526020454
1.6233025,1.20005475,0.006631899377999999
1.62415815,1.21005267,0.0066596265520000005
1.62492548,1.22005765,0.006830400244000001
1.62565906,1.23005386,0.0069381940840000005
1.62643266,1.24005886,0.007041592242
1.62724487,1.25005718,0.007141056166000001
1.62806917,1.26005062,0.007254861143999999
1.62893698,1.27005294,0.00736204984
1.62974582,1.2800507,0.007465489804
1.63053472,1.29005978,0.007547684220000001
1.63122142,1.30005314,0.007662399128
1.63196012,1.310051,0.007760706522
1.63271753,1.32005656,0.007792749185999999
1.63351527,1.33005635,0.007984588749999999
1.63432847,1.34006057,0.008094018852
1.63512348,1.35005184,0.008223252577999999
1.63588982,1.36005849,0.008352560472
1.63661402,1.37005636,0.008452185676
1.63730324,1.38005828,0.008565001043999997
1.63802927,1.39005998,0.008687119262
1.63882538,1.40006512,0.008825869484
1.63961323,1.41006057,0.0089469797
1.64039623,1.42006678,0.009093125897999998
1.64115293,1.43006442,0.009123323586000001
1.64184808,1.44006785,0.00934911238
1.64254966,1.45006255,0.009467043734
1.64323272,1.46006678,0.009596067764
1.6439528,1.47006266,0.009723190218
1.64473009,1.4800644,0.009884788076
1.64552563,1.49006797,0.010032031614
1.64627849,1.50006806,0.010169429646
1.64694689,1.51007064,0.010296525288000001
1.64753107,1.52019062,0.010195089552
1.64819344,1.53018157,0.010292030916
1.64893806,1.54018517,0.01033566618
1.64964969,1.55019588,0.010603969798
1.65040637,1.56018554,0.010754038864
1.6511403,1.57019976,0.01092738918
1.65186927,1.58020352,0.01104347044
1.65250199,1.59019335,0.011182845700000001
1.65312734,1.60019781,0.01133791832
1.6538044,1.61020543,0.011478702000000002
1.65451978,1.62019871,0.01165760226
1.65528477,1.63021523,0.01182689152
1.65598841,1.64019788,0.012023432359999999
1.6567031,1.65021128,0.0120785761
1.65734845,1.66022369,0.01236610272
1.65794692,1.67020779,0.01252770678
1.6585989,1.68021201,0.012728542419999999
1.65929865,1.69021329,0.012873714660000002
1.66000821,1.70021251,0.01309861496
1.66074709,1.71020905,0.013313191619999998
1.66145121,1.72021659,0.01351518076
1.66207199,1.73021019,0.013728901160000001
1.6626626,1.74021241,0.013935521619999999
1.66328741,1.75021584,0.014141343579999998
1.66397023,1.76022283,0.014243896720000001
1.66465025,1.7702164,0.014637265500000001
1.66533593,1.78021575,0.014923841059999998
1.66604747,1.79020776,0.015173902880000001
1.66666006,1.80021796,0.01545124954
1.6672734,1.81021723,0.015739948260000004
1.66785191,1.8202061,0.01605693044
1.66850857,1.83022167,0.0164388866
1.66918029,1.84022236,0.01692067584
1.66990174,1.85022158,0.017637039779999995
1.67060146,1.86022325,0.01855554918
1.67122478,1.87022387,0.01954697866
1.67177237,1.88021855,0.02067004738
1.67235583,1.89020819,0.02189018056
1.67294448,1.90021321,0.02346694522
1.67361385,1.91020379,0.025167638380000003
1.67428234,1.92020768,0.027779826520000002
1.6749322,1.93019212,0.030466561679999997
1.67557866,1.94018078,0.033236885320000006
1.67612817,1.9501819,0.0358815192
1.67660949,1.96016967,0.038558797160000005
1.67715801,1.97017452,0.04208265982
1.67772316,1.98016703,0.04467023805999999
1.67832273,1.99017862,0.04814767544
1.67891247,2.00017258,0.05158888356
